T,ComputingTime,Objective
50,0.057979583740234375,300.0
70,0.11396408081054688,404.9999999999999
90,0.7837448120117188,546.0
110,3.5718421936035156,670.0
130,13.31169319152832,806.0
150,196.41771697998047,937.0
170,527.7916717529297,1076.0
190,769.2818489074707,1218.0
